429;Kumar, S;1976;. Properties of adenyl cyclase and cyclic adenosine 3′,5′-monophosphate receptor protein-deficient mutants of <i>Escherichia coli.</i> ;J. Bacteriol. 125:545–555.
430;Kunert, K. J., C. F. Cresswell, A. Schmidt, P. M. Mullineaux, and C. H. Foyer;1990;. Variations in the activity of glutathione reductase and the cellular glutathione content in relation to sensitivity to methyl viologen in <i>Escherichia coli.</i> ;Arch. Biochem. Biophys. 282:233–238.
431;Kuroda, M., S. De Waard, K. Mizushima, M. Tsuda, P. Postma, and T. Tsuchiya;1992;. Resistance of the melibiose carrier to inhibition by the phosphotransferase system due to substitutions of amino acid residues in the carrier of <i>Salmonella typhimurium.</i> ;J. Biol. Chem. 267:18336–18341.
432;Kustu, S. G., and G. F.-L. Ames;1973;. The <i>hisP</i> protein, a known histidine transport component in <i>Salmonella typhimurium,</i> is also an arginine transport component. ;J. Bacteriol. 116:107–113.
433;Kustu, S. G., N. C. McFarland, S. P. Hui, B. Esmon, and G. F.-L. Ames;1979;. Nitrogen control in <i>Salmonella typhimurium:</i> coregulation of synthesis of glutamine synthetase and amino acid transport systems. ;J. Bacteriol. 138:218–234.
434;Kuwano, M., D. Schlessinger, G. Rinaldi, L. Felicetti, and G. P. Tocchini-Valentini;1971;. G factor mutants of <i>Escherichia coli:</i> map location and properties. ;Biochem. Biophys. Res. Commun. 42:441–444.
435;Lakshmi, T. M., and R. B. Helling;1976;. Selection for citrate synthease deficiency in <i>icd</i> mutants of <i>Escherichia coli.</i> ;J. Bacteriol. 127:76–83.
436;Lambden, P. R., and J. R. Guest;1976;. A novel method for isolating chlorate-resistant mutants of <i>Escherichia coli</i> K12 by anaerobic selection on a lactate plus fumarate medium. ;J. Gen. Microbiol. 93:173–176.
437;Langley, D., and J. R. Guest;1974;. Biochemical and genetic characteristics of deletion and other mutant strains of <i>Salmonella typhimurium</i> LT2 lacking α-ketoacid dehydrogenase complex activities. ;J. Gen. Microbiol. 82:319–335.
438;Langley, D., and J. R. Guest;1977;. Biochemical studies of the α-ketoacid dehydrogenase complexes of <i>Escherichia coli</i> K12: isolation and biochemical properties of deletion mutants. ;J. Gen. Microbiol. 99:263–276.
439;Langley, D., and J. R. Guest;1978;. Biochemical genetics of the α-keto acid dehydrogenase complexes of <i>Escherichia coli</i> K12: genetic characterization and regulatory properties of deletion mutants. ;J. Gen. Microbiol. 106:103–117.
440;Langridge, J;1969;. Mutations conferring quantitative and qualitative increases in β-galactosidase activity in <i>Escherichia coli.</i> ;Mol. Gen. Genet. 105:74–83.
441;LaRossa, R. A., and J. V. Schloss;1984;. The sulfonylurea herbicide sulfometuron methyl is an extremely potent and selective inhibitor of acetolactate synthase in <i>Salmonella typhimurium.</i> ;J. Biol. Chem. 259:8753–8757.
442;LaRossa, R. A., and D. R. Smulski;1984;. <i>ilvB</i>-encloded acetolactate synthase is resistant to the herbicide sulfometuron methyl. ;J. Bacteriol. 160:391–394.
443;LaRossa, R. A., T. K. Van Dyk, and D. R. Smulski;1987;. Toxic accumulation of α-ketobutyrate caused by inhibition of the branched-chain amino acid biosynthetic enzyme acetolactate synthase in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 169:1372–1378.
444;LaRossa, R. A., T. K. Van Dyk, and D. R. Smulski;1990;. A need for metabolic insulation: lessons from sulfonylurea genetics, p. 109–121. <i>In</i> Z. Barak, M. Chipman, and J. V. Schloss (ed.), ;Biosynthesis of Branched Chain Amino Acids. VCH Publishers, New York.
445;Latil, M., M. Murgier, A. Lazdunski, and C. Lazdunski;1976;. Isolation and genetic mapping of <i>Escherichia coli</i> aminopeptidase mutants. ;Mol. Gen. Genet. 148:43–47.
446;Lavina, M., A. P. Pugsley, and F. Moreno;1986;. Identification, mapping, cloning, and characterization of a gene (<i>sbmA</i>) required for microcin B17 action on <i>Escherichia coli</i> K-12. ;J. Gen. Microbiol. 132:1685–1693.
447;Lawrence, D. A., D. A. Smith, and R. J. Rowbury;1968;. Regulation of methionine synthesis in <i>Salmonella typhimurium:</i> mutants resistant to inhibition by analogues of methionine. ;Genetics 58:473–492.
448;Lawther, R. P., D. H. Calhoun, C. W. Adams, C. A. Hauser, J. Gray, and G. W. Hatfield;1981;. Molecular basis of valine resistance in <i>Escherichia coli</i> K-12. ;Proc. Natl. Acad. Sci. USA 78:922–925.
449;Lazzaroni, J. C., and R. C. Portalier;1981;. Genetic and biochemical characterization of periplasmic-leaky mutants of <i>Escherichia coli</i> K-12. ;J. Bacteriol. 145:1351–1358.
450;LeBlanc, D. J., and R. P. Mortlock;1971;. Metabolism of D-arabinose: a new pathway in <i>Escherichia coli.</i> ;J. Bacteriol. 106:90–96.
451;Lee, R. S.-F., J. Pagan, S. Wilke-Mounts, and A. E. Senior;1991;. Characterization of <i>Escherichia coli</i> ATP synthase beta-subunit mutations using a chromosomal deletion strain. ;Biochemistry 30:6842–6847.
452;Lehmann, V., E. Rupprecht, and M. J. Osborn;1977;. Isolation of mutants conditionally blocked in the biosynthesis of the 3-deoxy-D-manno-octulosonic acid-lipid A part of lipopolysaccharides derived from <i>Salmonella</i> <i>typhimurium.</i> ;Eur. J. Biochem. 76:41–49.
453;Leifer, Z., R. Engel, and B. E. Tropp;1977;. Transport of 3,4-dihydroxybutyl-l-phosphonate, an analogue of <i>sn</i>-glycerol 3-phosphate. ;J. Bacteriol. 130:968–971.
454;Leisinger, T., D. Haas, and M. P. Hegarty;1972;. Indospicine as an arginine antagonist in <i>Escherichia coli</i> and <i>Pseudomonas aeruginosa.</i> ;Biochim. Biophys. Acta 262:214–219.
455;Lemmon, R. D., J. J. Rowe, and G. J. Tritz;1980;. Isolation and characterization of mutants of <i>Escherichia coli</i> defective in pyridine nucleotide cycle enyzmes. ;Curr. Microbiol. 4:31–35.
456;Lengeler, J;1980;. Characterization of mutants of <i>Escherichia coli</i> K12, selected by resistance to streptozotocin. ;Mol. Gen. Genet. 179:49–54.
457;Lengeler, J., and H. Steinberger;1978;. Analysis of the regulatory mechanisms controlling the synthesis of the hexitol transport systems in <i>Escherichia coli</i> K12. ;Mol. Gen. Genet. 164:163–169.
458;Lerman, R. D., and B. A. D. Stocker;1981;. Mutations in <i>Salmonella typhimurium</i> affecting synthesis of lipopolysaccharide core at high temperature. ;Wasmann J. Biol. 39:42–49.
459;Lester, B., and D. M. Bonner;1957;. Genetic control of raffinose utilization in <i>Escherichia coli.</i> <i>J.</i> ;Bacteriol. 73:544–552.
460;Levin, D. E., L. J. Marnett, and B. N. Ames;1984;. Spontaneous and mutagen-induced deletions: mechanistic studies in <i>Salmonella</i> tester strain TA102. ;Proc. Natl. Acad. Sci. USA 81:4457–4461.
461;Levine, R. A., and M. W. Taylor;1981;. Selection for purine regulatory mutants in an <i>E. coli</i> hypoxanthine phosphoribosyl transferase-guanine phosphoribosyl transferase double mutant. ;Mol. Gen. Genet. 181:313–318.
462;Levine, R. A., and M. W. Taylor;1982;. Mechanism of adenine toxicity in <i>Escherichia coli.</i> <i>J.</i> ;Bacteriol. 149:923–930.
463;LeVine, S. M., F. Ardeshir, and G. F.-L. Ames;1980;. Isolation and characterization of acetate kinase and phosphotransacetylase mutants of <i>Escherichia coli</i> and <i>Salmonella typhimurium.</i> ;J. Bacteriol. 143:1081–1085.
464;Lieberman, M. A., and J.-S. Hong;1974;. A mutant of <i>Escherichia coli</i> defective in the coupling of metabolic energy to active transport. ;Proc. Natl. Acad. Sci. USA 71:4395–4399.
465;Lieberman, M. A., M. Simon, and J.-S. Hong;1977;. Characterization of <i>Escherichia coli</i> mutant incapable of maintaining a transmembrane potential. ;J. Biol. Chem. 252:4056–4067.
466;Link, C. D., and A. M. Reiner;1983;. Genotypic exclusion: a novel relationship between the ribitol-arabitol and galactitol genes of <i>E. coli.</i> ;Mol. Gen. Genet. 189:337–339.
467;Liou, T.-F., M. Yoshikawa, and N. Tanaka;1975;. Alteration of ribosomal protein L5 in a thiopeptin resistant mutant of <i>Escherichia coli.</i> ;Biochem. Biophys. Res. Commun. 65:1096–1101.
468;Lipsett, M. N;1978;. Enzymes producing 4-thiouridine in <i>Escherichia coli</i> tRNA: approximate chromosomal locations of the genes and enzyme activities in a 4-thiouridine-deficient mutant. ;J. Bacteriol. 135:993–997.
469;Lisitsyn, N. A., E. D. Sverdlov, E. P. Moiseeva, and V. G. Nikiforov;1985;. Localization of a mutation leading to antibiotic streptolydigin resistance of <i>E. coli</i> RNA polymerase in the <i>rpoB</i> gene coding for beta-subunit of the enzyme. ;Bioorg. Khim. 11:132–134.
470;Livshits, V. A;1976;. Effect of 2,6-diaminopurine resistant mutations on the uptake of adenine and adenosine by adenine-requiring strains of <i>Escherichia coli</i> K12. ;Genetika 12:180–182.
471;Lomax, M. S., and G. R. Greenberg;1968;. Characteristics of the <i>deo</i> operon: role in thymine utilization and sensitivity to deoxyribonucleosides. ;J. Bacteriol. 96:501–514.
472;Lomovskaya, O., and K. Lewis;1992;. <i>emr,</i> an <i>Escherichia coli</i> locus for multidrug resistance. ;Proc. Natl. Acad. Sci. USA 89:8938–8942.
473;Long, W. S., C. L. Slayman, and K. B. Low;1978;. Production of giant cells of <i>Escherichia coli.</i> ;J. Bacteriol. 133:995–1007.
474;Loomis, W. F., Jr., and B. Magasanik;1965;. Genetic control of catabolite repression of the <i>lac</i> operon in <i>Escherichia coli.</i> ;Biochem. Biophys. Res. Commun. 20:230–234.
475;Loomis, W. F., Jr., and B. Magasanik;1967;. The catabolite repression gene of the <i>lac</i> operon in <i>Escherichia coli.</i> ;J. Mol. Biol. 23:487–494.
476;Lorowitz, W., and D. Clark;1982;. <i>Escherichia coli</i> mutants with a temperature-sensitive alcohol dehydrogenase. ;J. Bacteriol. 152:935–938.
477;Low, K. B., F. Gates, T. Goldstein, and D. Söll;1971;. Isolation and partial characterization of temperature-sensitive <i>Escherichia coli</i> mutants with altered leucyl- and seryl-transfer ribonucleic acid synthetases. ;J. Bacteriol. 108:742–750.
478;Luckey, M., and J. B. Neilands;1976;. Iron transport in <i>Salmonella typhimurium</i> LT-2: prevention, by ferrichrome, of adsorption of bacteriophages ES18 and ES18.hl to a common cell envelope receptor. ;J. Bacteriol. 127:1036–1037.
479;Luckey, M., J. R. Pollack, R. Wayne, B. N. Ames, and J. B. Neilands;1972;. Iron uptake in <i>Salmonella typhimurium:</i> utilization of exogenous siderochromes as iron carriers. ;J. Bacteriol. 111:731–738.
480;Lutkenhaus, J. F;1977;. Role of a major outer membrane protein in <i>Escherichia coli.</i> ;J. Bacteriol. 131:631–637.
481;Maas, W. K;1952;. Pantothenate studies. II. Evidence from mutants for interference by salicylate with pantoate synthesis. ;J. Bacteriol. 63:227–232.
482;Maas, W. K;1961;. Repression of arginine formation. ;Cold Spring Harbor Symp. Quant. Biol. 26:183–190.
483;Maas, W. K;1965;. Genetic defect affecting an arginine permease and repression of arginine synthesis in <i>E. coli.</i> ;Fed. Proc. 24:1239.
484;MacPhee, D. G., V. Krishnapillai, R. J. Roantree, and B. A. D. Stocker;1975;. Mutations in <i>Salmonella typhimurium</i> conferring resistance to Felix O phage without loss of smooth character. ;J. Gen. Microbiol. 87:1–10.
485;Makela, P. H., M. Sarvas, S. Calcagno, and K. Lounatmaa;1978;. Isolation and genetic characterization of polymyxin resistant mutants of <i>Salmonella.</i> ;FEMS Microbiol. Lett. 3:323–326.
486;Makela, P. H., and B. A. D. Stocker;1969;. Genetics of polysaccharide biosynthesis. <i>Annu. Rev.</i> ;Genet. 3:291–322.
487;Maloy, S. R., and W. D. Nunn;1981;. Selection for loss of tetracycline resistance by <i>Escherichia</i> <i>coli.</i> ;J. Bacteriol. 145:1110–1112.
488;Maloy, S. R., and W. D. Nunn;1982;. Genetic regulation of the glyoxylate shunt in <i>Escherichia</i> <i>coli</i> K-12. ;J. Bacteriol. 149:173–180.
489;Manning, P. A., A. Puspurs, and P. Reeves;1976;. Outer membrane of <i>Escherichia coli</i> K12: isolation of mutants with altered protein 3A by using host range mutants of bacteriophage K3. ;J. Bacteriol. 127:1080–1084.
490;Manning, P. A., and P. Reeves;1976;. Outer membrane of <i>Escherichia coli</i> K12: <i>tsx</i> mutants (resistant to bacteriophage T6 and colicin K) lack an outer membrane protein. ;Biochem. Biophys. Res. Commun. 71:466–471.
491;Manning, P. A., and P. Reeves;1976;. Outer membrane of <i>Escherichia coli</i> K12: differentiation of proteins 3A and 3B on acrylamide gels and further characterization of <i>con</i> <i>tolG</i> mutants. ;J. Bacteriol. 127:1070–1079.
492;Manning, P. A., and P. Reeves;1978;. Outer membrane proteins of <i>Escherichia coli</i> K12. Isolation of a common receptor protein for bacteriophage T-6 and colicin K. ;Mol. Gen. Genet. 158:279–286.
493;Manoil, C., and J. P. Rosenbusch;1982;. Conjugation deficient mutants of <i>Escherichia coli</i> distinguish classes of functions of the outer membrane <i>ompA</i> protein. ;Mol. Gen. Genet. 187:148–156.
494;Mao, Y., and Z. Sheng;1986;. A phenylethyl alcohol resistant temperature sensitive <i>dnaB</i> mutant in <i>Escherichia coli.</i> ;Acta Genet. Sin. 13:81–88.
495;Marakusha, B. I., V. G. Petrovskaya, and K. I. Volkovoi;1986;. Obtaining <i>Salmonella</i> <i>typhimurium</i> and <i>Salmonella</i> <i>dublin</i> neamine resistant mutants suitable for the development of vaccines and the characterization of their biological and genetic properties. ;Zh. Mikrobiol. Epidemiol. Immunobiol. 1986:3–8.
496;Marcus, M., and Y. S. Halpern;1967;. Genetic analysis of glutamate transport in <i>Escherichia</i> <i>coli.</i> ;J. Bacteriol. 93:1409–1415.
497;Marcus, M., and Y. S. Halpern;1969;. Genetic analysis of the glutamate permease in <i>Escherichia</i> <i>coli</i> K-12. ;J. Bacteriol. 97:1118–1128.
498;Mark, D. F., J. W. Chang, and C. F. Richardson;1977;. Genetic mapping of <i>trxA,</i> a gene affecting thioredoxin in <i>Escherichia coli</i> K12. ;Mol. Gen. Genet. 155:145–152.
499;Marquardt, J. L., D. A. Siegele, R. Kolter, and C. T. Walsh;1992;. Cloning and sequencing of <i>Escherichia coli</i> <i>murZ</i> and purification of its product, a UDP-<i>N</i>-acetylglucosamine enolpyruvyl transferase. ;J. Bacteriol. 174:5748–5752.
500;Martinez, D., and F. Whitehouse, Jr;1973;. Selective autocytotoxicity in a model system of <i>Escherichia coli</i> recombinants. ;J. Bacteriol. 114:882–884.
501;Masters, P. S., and J.-S. Hong;1981;. Genetics of the glutamine transport system in <i>Escherichia</i> <i>coli.</i> ;J. Bacteriol. 147:805–819.
502;Matsuzawa, H., S. Asoh, T. Ohta, S. Tamaki, and M. Matsuhashi;1980;. Further studies on <i>rodA</i> mutant: a round morphological mutant of <i>Escherichia coli</i> K12 with wild-type penicillin-binding protein 2. ;Agric. Biol. Chem. 44:2937–2941.
503;Matsuzawa, H., S. Ushiyama, Y. Koyama, and T. Ohta;1984;. <i>Escherichia coli</i> K-12 <i>tolZ</i> mutants tolerant to colicins E2, E3, D, Ia and Ib: defect in generation of the electrochemical proton gradient. ;J. Bacteriol. 160:733–739.
504;Mattern, I. E., and J. Pittard;1971;. Regulation of tyrosine biosynthesis in <i>Escherichia coli</i> K- 12: isolation and characterization of operator mutants. ;J. Bacteriol. 107:8–15.
505;McCalla, D. R., C. Kaiser, and M. H. L. Green;1978;. Genetics of nitrofurazone resistance in <i>Escherichia coli.</i> ;J. Bacteriol. 133:10–16.
506;McConville, M. L., and H. P. Charles;1979;. Mutants of <i>Escherichia coli</i> K12 accumulating porphobilinogen: a new locus, <i>hemC.</i> ;J. Gen. Microbiol. 111:193–200.
507;McConville, M. L., and H. P. Charles;1979;. Isolation of haemin-requiring mutants of <i>Escherichia coli</i> K12. ;J. Gen. Microbiol. 113:155–164.
508;McEwen, J., and P. Silverman;1980;. Chromosomal mutations of <i>Escherichia coli</i> that alter expression of conjugative plasmid functions. ;Proc. Natl. Acad. Sci. USA 77:513–517.
509;Meiss, H. K., W. J. Brill, and B. Magasanik;1969;. Genetic control of histidine degradation in <i>Salmonella typhimurium</i> LT-2. ;J. Biol. Chem. 244:5382–5391.
510;Melton, T., W. Kundig, P. E. Hartman, and N. Meadow;1976;. 3-Deoxy-3-fluoro-D-glucose- resistant <i>Salmonella typhimurium</i> mutants defective in the phosphoenolpyruvate:glycose phosphotransferase system. ;J. Bacteriol. 128:794–800.
511;Menzel, R., and J. Roth;1981;. Regulation of the genes for proline utilization in <i>Salmonella</i> <i>typhimurium:</i> autogenous repression by the <i>putA</i> gene product. ;J. Mol. Biol. 148:21–44.
512;Mett, V. L., F. I. Urmeeva, N. S. Kobets, T. V. Kolganova, K. A. Aliev, and E. S. Piruzyan;1991;. Cloning and expression of a mutant EPSP-synthase gene of <i>E. coli</i> in transgenic plants. ;Biotekhnologiya 3:19–22.
513;Meynell, E. W;1961;. A phage χ, which attacks motile bacteria. ;J. Gen. Microbiol. 25:253–290.
514;Mikulka, T. W., B. I. Stieglitz, and J. M. Calvo;1972;. Leucyltransfer-ribonucleic acid synthetase from a wild-type and temperature-sensitive mutant of <i>Salmonella typhimurium.</i> ;J. Bacteriol. 19:584–593.
515;Mildener, B., T. P. Fondy, R. Engel, and B. E. Tropp;1981;. Effects of halo analogs of glycerol 3-phosphate and dihydroxyacetone phosphate upon <i>Escherichia coli.</i> ;Antimicrob. Agents Chemother. 19:678–681.
516;Miller, C. G., C. Heiman, and C. Yen;1976;. Mutants of <i>Salmonella typhimurium</i> deficient in an endopeptidase. ;J. Bacteriol. 127:490–497.
517;Miller, C. G., and G. Schwartz;1978;. Peptidase-deficient mutants of <i>Escherichia coli.</i> <i>J.</i> ;Bacteriol. 135:603–611.
518;Miller, E. S., and J. E. Brenchley;1981;. L-methionine SR-sulfoximine resistant glutamine synthetase from mutants of <i>Salmonella typhimurium.</i> ;J. Biol. Chem. 256:11307–11312.
519;Miller, H. I., and D. I. Friedman;1977;. Isolation of <i>Escherichia coli</i> mutants unable to support lambda integrative recombination, p. 349–356. <i>In</i> A. I. Bukhari, J. A. Shapiro, and S. L. Adhya (ed.), ;DNA Insertion Elements, Plasmids, and Episomes. Cold Spring Harbor Laboratory, Cold Spring Harbor, N.Y.
520;Miller, H. I., and D. I. Friedman;1980;. An <i>E. coli</i> gene product required for λ site specific recombination. ;Cell 20:711–719.
521;Miller, H. I., A. Kikuchi, H. A. Nash, R. A. Weisberg, and D. I. Friedman;1978;. Site-specific recombination of bacteriophage λ: the role of host gene products. ;Cold Spring Harbor Symp. Quant. Biol. 43:1121–1126.
522;Miller, H. I., M. Kirk, and H. Echols;1981;. SOS induction and autoregulation of the <i>himA</i> gene for site-specific recombination in <i>Escherichia coli.</i> ;Proc. Natl. Acad. Sci. USA 78:6754–6758.
523;Miller, J. H;1972;. ;Experiments in Molecular Genetics. Cold Spring Harbor Laboratory, Cold Spring Harbor, N.Y.
524;Miller, J. H;1992;. ;A Short Course in Bacterial Genetics. Cold Spring Harbor Laboratory Press, Cold Spring Harbor, N.Y.
525;Miner, K. M., and L. Frank;1974;. Sodium-stimulated glutamate transport in osmotically shocked cells and membrane vesicles of <i>Escherichia coli.</i> ;J. Bacteriol. 117:1093–1098.
526;Miyoshi, Y., and H. Yamagata;1976;. Sucrose-dependent spectinomycin-resistant mutants of ;Escherichia coli. J. Bacteriol. 125:142–148.
527;Mojica, A. T;1975;. Transduction by phage PICM <i>clr-100</i> in <i>Salmonella typhimurium.</i> <i>Mol. Gen.</i> ;Genet. 138:113 126.
528;Mojica, A. T., and E. Garcia;1976;. Growth of coliphage BF-23 on rough strains of <i>Salmonella</i> <i>typhimurium.</i> the <i>bfe</i> locus. ;Mol. Gen. Genet. 147:195–202.
529;Molnar, J., I. B. Holland, and Y. Mandi;1977;. Selection of <i>lon</i> mutants in <i>Escherichia coli</i> by treatment with phenothiazines. ;Genet. Res. 30:13–20.
530;Monard, D., J. Janecek, and H. V. Rickenberg;1969;. The enzymatic degradation of 3′,5′ cyclic AMP in strains of <i>E. coli</i> sensitive and resistant to catabolite repression. ;Biochem. Biophys. Res. Commun. 35:584–591.
531;Morimoto, R. I., A. Tissières, and C. Georgopoulos ;1994;. <i>The Biology of Heat Shock</i> ;Proteins and Molecular Chaperones. Cold Spring Harbor Laboratory Press, Cold Spring Harbor, N.Y.
532;Morimyo, M., E. Hongo, H. Hama-Inaba, and I. Machida;1992;. Cloning and characterization of the <i>mvrC</i> gene of <i>Escherichia coli</i> K12 which confers resistance against methyl viologen toxicity. ;Nucleic Acids Res. 20:3159–3165.
533;Morona, R., and U. Henning;1984;. Host range mutants of bacteriophage OX-2 can use two different outer membrane proteins of <i>Escherichia coli</i> K-12 as receptors. ;J. Bacteriol. 159:579–582.
534;Morona, R., and U. Henning;1986;. New locus (<i>ttr</i>) in <i>Escherichia coli</i> K-12 affecting sensitivity to bacteriophage T2 and growth on oleate as the sole carbon source. ;J. Bacteriol. 168:534–540.
535;Morona, R., M. Klose, and U. Henning;1984;. <i>Escherichia coli</i> K-12 outer membrane protein OmpA as a bacteriophage receptor: analysis of mutant genes expressing altered proteins. ;J. Bacteriol. 159:570–578.
536;Morona, R., and P. Reeves;1982;. The <i>tolC</i> locus of <i>Escherichia coli</i> affects the expression of three major outer membrane proteins. ;J. Bacteriol. 150:1016–1023.
537;Mosher, M. E., L. K. White, J. Hermolin, and R. H. Fillingame;1985;. Proton-translocating ATPase of <i>Escherichia coli:</i> an <i>uncE</i> mutation impairing coupling between F-1 and F-0 but not F-0 mediated proton translocation. ;J. Biol. Chem. 260:4807–4814.
538;Mount, D. W;1977;. A mutant of <i>Escherichia coli</i> showing constitutive expression of the lysogenic induction and error-prone DNA repair pathways. ;Proc. Natl. Acad. Sci. USA 74:300–304.
539;Moyed, H. S;1960;. False feedback inhibition: inhibition of tryptophan biosynthesis by 5- methyltryptophan. ;J. Biol. Chem. 235:1098–1102.
540;Moyed, H. S;1961;. Interference with the feed-back control of histidine biosynthesis. <i>J. Biol.</i> ;Chem. 236:2261–2267.
541;Moyed, H. S., and K. P. Bertrand;1983;. <i>hipA,</i> a newly recognized gene of <i>Escherichia coli</i> K-12 that affects frequency of persistence after inhibition of murein synthesis. ;J. Bacteriol. 155:768–775.
542;Muir, M. E., D. R. Hanwell, and B. J. Wallace;1981;. Characterization of a respiratory mutant of <i>Escherichia coli</i> with reduced uptake of aminoglycoside antibiotics. ;Biochim. Biophys. Acta 638:234– 241.
543;Muller-Hill, B., L. Crapo, and W. Gilbert;1968;. Mutants that make more lac repressor. <i>Proc.</i> ;Natl. Acad. Sci. USA 59:1259–1264.
544;Munch-Petersen, A., and B. Mygind;1976;. Nucleoside transport systems in <i>Escherichia coli</i> K12: specificity and regulation. ;J. Cell. Physiol. 89:551–560.
545;Munch-Petersen, A., B. Mygind, A. Nicolaisen, and N. J. Pihl;1979;. Nucleoside transport in cells and membrane vesicles from <i>Escherichia coli</i> K12. ;J. Biol. Chem. 254:3730–3737.
546;Munch-Petersen, A., P. Nygaard, K. Hammer-Jespersen, and N. Fiil;1972;. Mutants constitutive for nucleoside-catabolizing enzymes in <i>Escherichia coli</i> K12. ;Eur. J. Biochem. 27:208– 215.
547;Munekiyo, R., T. Tsuzuki, and M. Sekiguchi;1979;. A new locus of <i>Escherichia coli</i> that determines sensitivity to bacteriophage φX174. ;J. Bacteriol. 138:1038–1040.
548;Murata, K., K. Tani, J. Kato, and I. Chibata;1980;. Excretion of glutathione by methylglyoxal- resistant <i>Escherichia coli.</i> ;J. Gen. Microbiol. 120:545–547.
549;Murooka, Y., and T. Harada;1981;. Regulation of derepressed synthesis of arylsulfatase by tyramine oxidase in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 145:796–802.
550;Myers, D. E., B. A. D. Stocker, and R. J. Roantree;1980;. Mapping of genes determining penicillin-resistance and serum-sensitivity in <i>Salmonella enteritidis.</i> ;J. Gen. Microbiol. 118:367–376.
551;Myers, R. S., and S. R. Maloy;1988;. Mutations of <i>putP</i> that alter the lithium sensitivity of <i>Salmonella typhimurium.</i> ;Mol. Microbiol. 2:749–755.
552;Nagelkerke, F., and P. W. Postma;1978;. 2-Deoxygalactose, a specific substrate of the <i>Salmonella typhimurium</i> galactose permease: its use for the isolation of <i>galP</i> mutants. ;J. Bacteriol. 133:607–613.
553;Nakamura, H;1979;. Novel acriflavine resistance genes, <i>acrC</i> and <i>acrD,</i> in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 139:8–12.
554;Nakamura, H;1980;. Complementation analysis between genes determining cell division, <i>arcC,</i> and DNA polymerase III, <i>dnaE,</i> in <i>Escherichia coli</i> K12. ;Mem. Konan Univ. Sci. Ser. 25:31–33.
555;Nakamura, H., A. Hase, and K. Hirayoshi;1987;. Temperature-sensitive phase in the cell cycle of ACR-C mutants of Escherichia coli K12. ;Mem. Konan Univ. Sci. Ser. 34:87–98.
556;Nakamura, Y., T. Kurihara, H. Saito, and H. Uchida;1979;. σ-subunit of <i>Escherichia coli</i> RNA polymerase affects the function of λ N gene. ;Proc. Natl. Acad. Sci. USA 76:4593–4597.
557;Nakayama, H., K. Nakayama, R. Nakayama, N. Irino, Y. Nakayama, and P. C. Hanawalt;1984;. Isolation and genetic characterization of a thymineless death-resistant mutant of <i>Escherichia coli</i> K12: identification of a new mutation (<i>recQ1</i>) that blocks the RecF recombination pathway. ;Mol. Gen. Genet. 195:474–480.
558;Nakayama, K., S. Shiota, and H. Nakayama;1988;. Thymineless death in <i>Escherichia coli</i> mutants deficient in the <i>recF</i> recombination pathway. ;Can. J. Microbiol. 34:905–907.
559;Nashimoto, H., and H. Uchida;1975;. Late steps in the assembly of 30s ribosomal proteins <i>in vivo</i> in a spectinomycin-resistant mutant of <i>Escherichia coli.</i> ;J. Mol. Biol. 96:443–453.
560;Nass, G., and J. Thomale;1974;. Alteration of structure or level of threonyl-tRNA synthetase in borrelidin-resistant mutants of <i>Escherichia coli.</i> ;FEBS Lett. 39:182–186.
561;Nazos, P. M., M. M. Mayo, T. Z. Su, J. J. Anderson, and D. L. Oxender;1985;. Identification of <i>livG,</i> a membrane-associated component of the branched-chain amino acid transport in <i>Escherichia coli.</i> ;J. Bacteriol. 163:1196–1202.
562;Nelson, B. W., and R. J. Roantree;1967;. Analysis of lipopolysaccharides extracted from penicillin-resistant, serum-sensitive <i>Salmonella</i> mutants. ;J. Gen. Microbiol. 48:179–188.
563;Nelson, S. O., B. J. Scholte, and P. W. Postma;1982;. Phosphoenolpyruvate:sugar phosphotransferase system-mediated regulation of carbohydrate metabolism in <i>Salmonella typhimurium.</i> ;J. Bacteriol. 150:604 615.
564;Nelms, J., R. M. Edwards, J. Warwick, and I. Fotheringham;1992;. Novel mutations in the <i>pheA</i> gene of <i>Escherichia coli</i> K-12 which result in highly feedback inhibition resistant variants of chorismate mutase/prephenate dehydratase. ;Appl. Environ. Microbiol. 58:2592–2598.
565;Neuhard, J., and K. Thomassen;1976;. Altered deoxyribonucleotide pools in P2 eductants of <i>Escherichia coli</i> K-12 due to deletion of the <i>dcd</i> gene. ;J. Bacteriol. 126:999–1001.
566;Newell, S. L., and W. J. Brill;1972;. Mutants of <i>Salmonella typhimurium</i> that are insensitive to catabolite repression of proline degradation. ;J. Bacteriol. 111:375–382.
567;Newman, E. B., N. Malik, and C. Walter;1982;. L-Serine degradation in <i>Escherichia coli</i> K-12: directly isolated <i>ssd</i> mutants and their intragenic revertants. ;J. Bacteriol. 150:710–715.
568;Ng, H., and T. K. Gartner;1963;. Selection of mutants of <i>Escherichia coli</i> constitutive for tryptophanase. ;J. Bacteriol. 85:245–246.
569;Nikaido, H;1961;. Galactose sensitive mutants of <i>Salmonella.</i> I. Metabolism of galactoside. ;Biochim. Biophys. Acta 48:460 469.
